anchor_name,module,anchor_signature,anchor_informal,variant_signature,transformation_type,change_description
List.foldr_subtype,Init.Data.List.Attach," {p : α → Prop} {l : List { x // p x }} {f : { x // p x } → β → β} {g : α → β → β} {x : β}
  (hf : ∀ x h b, f ⟨x, h⟩ b = g x b) : l.foldr f x = l.unattach.foldr g x","For any predicate $p : \alpha \to \text{Prop}$ and any list $l$ of elements of type $\{x \mid p x\}$, if $f : \{x \mid p x\} \to \beta \to \beta$ and $g : \alpha \to \beta \to \beta$ are functions such that for all $x$ with proof $h$ of $p(x)$ and all $b \in \beta$, we have $f(\langle x, h \rangle, b) = g(x, b)$, then the right fold of $f$ over $l$ with initial value $x$ is equal to the right fold of $g$ over $l.\text{unattach}$ with the same initial value $x$."," {p : α → Prop} {l : List { x // p x }} {f : { x // p x } → β → β} {g : α → β → β} {x : β}
  (hf : ∀ x h b, f ⟨x, h⟩ b = g x b) : l.foldr f x ≠ l.unattach.foldr g x",negation,Changed = to ≠
List.foldr_subtype,Init.Data.List.Attach," {p : α → Prop} {l : List { x // p x }} {f : { x // p x } → β → β} {g : α → β → β} {x : β}
  (hf : ∀ x h b, f ⟨x, h⟩ b = g x b) : l.foldr f x = l.unattach.foldr g x","For any predicate $p : \alpha \to \text{Prop}$ and any list $l$ of elements of type $\{x \mid p x\}$, if $f : \{x \mid p x\} \to \beta \to \beta$ and $g : \alpha \to \beta \to \beta$ are functions such that for all $x$ with proof $h$ of $p(x)$ and all $b \in \beta$, we have $f(\langle x, h \rangle, b) = g(x, b)$, then the right fold of $f$ over $l$ with initial value $x$ is equal to the right fold of $g$ over $l.\text{unattach}$ with the same initial value $x$.", {p : α → Prop} {l : List { x // p x }} {f : { x // p x } → β → β} {g : α → β → β} {x : β} : l.foldr f x = l.unattach.foldr g x,generalization,"Removed hypothesis (hf : ∀ x h b, f ⟨x, h⟩ b = g x b)"
Nat.choose_mul_factorial_mul_factorial,Mathlib.Data.Nat.Choose.Basic," : ∀ {n k}, k ≤ n → choose n k * k ! * (n - k)! = n !","For any natural numbers $n$ and $k$ with $k \leq n$, the following identity holds:
\[ \binom{n}{k} \cdot k! \cdot (n - k)! = n! \]"," : ¬(∀ {n k}, k ≤ n → choose n k * k ! * (n - k)! = n !)",negation,Negated conclusion with ¬
Nat.choose_mul_factorial_mul_factorial,Mathlib.Data.Nat.Choose.Basic," : ∀ {n k}, k ≤ n → choose n k * k ! * (n - k)! = n !","For any natural numbers $n$ and $k$ with $k \leq n$, the following identity holds:
\[ \binom{n}{k} \cdot k! \cdot (n - k)! = n! \]"," : ¬(choose n k * k ! * (n - k)! = n !) → ¬(∀ {n k}, k ≤ n)",contrapositive,Contrapositive: ¬Q → ¬P
Set.wellFoundedOn_sdiff_singleton,Mathlib.Order.WellFoundedSet, : WellFoundedOn (s \ { a }) r ↔ WellFoundedOn s r,"For any set $s$ in a type $\alpha$, any element $a \in \alpha$, and any binary relation $r$ on $\alpha$, the relation $r$ is well-founded on the set difference $s \setminus \{a\}$ if and only if $r$ is well-founded on $s$.", : ¬(WellFoundedOn (s \ { a }) r ↔ WellFoundedOn s r),negation,Negated conclusion with ¬
Nat.factorization_le_iff_dvd,Mathlib.Data.Nat.Factorization.Defs, {d n : ℕ} (hd : d ≠ 0) (hn : n ≠ 0) : d.factorization ≤ n.factorization ↔ d ∣ n,"For any nonzero natural numbers $d$ and $n$, the prime factorization of $d$ is pointwise less than or equal to the prime factorization of $n$ if and only if $d$ divides $n$. In other words, for every prime $p$, the exponent of $p$ in $d$ is less than or equal to its exponent in $n$ if and only if $d$ divides $n$.", {d n : ℕ} (hd : d ≠ 0) (hn : n ≠ 0) : ¬(d.factorization ≤ n.factorization ↔ d ∣ n),negation,Negated conclusion with ¬
Nat.factorization_le_iff_dvd,Mathlib.Data.Nat.Factorization.Defs, {d n : ℕ} (hd : d ≠ 0) (hn : n ≠ 0) : d.factorization ≤ n.factorization ↔ d ∣ n,"For any nonzero natural numbers $d$ and $n$, the prime factorization of $d$ is pointwise less than or equal to the prime factorization of $n$ if and only if $d$ divides $n$. In other words, for every prime $p$, the exponent of $p$ in $d$ is less than or equal to its exponent in $n$ if and only if $d$ divides $n$.", {d n : ℕ} (hn : n ≠ 0) : d.factorization ≤ n.factorization ↔ d ∣ n,generalization,Removed hypothesis (hd : d ≠ 0)
Set.range_eq_univ,Mathlib.Data.Set.Image, : range f = univ ↔ Surjective f,"For a function $f : \alpha \to \beta$, the range of $f$ is equal to the universal set $\beta$ if and only if $f$ is surjective. In other words, $\text{range}(f) = \beta \leftrightarrow \text{Surjective}(f)$.", : range f ≠ univ ↔ Surjective f,negation,Changed = to ≠
Cycle.mem_coe_iff,Mathlib.Data.List.Cycle, {a : α} {l : List α} : a ∈ (↑l : Cycle α) ↔ a ∈ l,"For any element $a$ of type $\alpha$ and any list $l$ of type $\text{List}\,\alpha$, the element $a$ belongs to the cycle obtained from $l$ (denoted by $\uparrow l$) if and only if $a$ is an element of the list $l$. In other words, $a \in \uparrow l \leftrightarrow a \in l$.", {a : α} {l : List α} : ¬(a ∈ (↑l : Cycle α) ↔ a ∈ l),negation,Negated conclusion with ¬
uniformEquicontinuous_birkhoffAverage,Mathlib.Dynamics.BirkhoffSum.NormedSpace, (hf : LipschitzWith 1 f) (hg : UniformContinuous g) : UniformEquicontinuous (birkhoffAverage 𝕜 f g),"Let $f \colon \alpha \to \alpha$ be a non-strictly contracting map (i.e., Lipschitz with constant 1) and $g \colon \alpha \to E$ a uniformly continuous function taking values in a normed space $E$ over $\mathbb{K}$ (where $\mathbb{K}$ is $\mathbb{R}$ or $\mathbb{C}$). Then the family of Birkhoff averages $\{\text{birkhoffAverage}_{\mathbb{K}}\, f\, g\, n\}_{n \in \mathbb{N}}$ is uniformly equicontinuous.", (hf : LipschitzWith 1 f) (hg : UniformContinuous g) : ¬(UniformEquicontinuous (birkhoffAverage 𝕜 f g)),negation,Negated conclusion with ¬
uniformEquicontinuous_birkhoffAverage,Mathlib.Dynamics.BirkhoffSum.NormedSpace, (hf : LipschitzWith 1 f) (hg : UniformContinuous g) : UniformEquicontinuous (birkhoffAverage 𝕜 f g),"Let $f \colon \alpha \to \alpha$ be a non-strictly contracting map (i.e., Lipschitz with constant 1) and $g \colon \alpha \to E$ a uniformly continuous function taking values in a normed space $E$ over $\mathbb{K}$ (where $\mathbb{K}$ is $\mathbb{R}$ or $\mathbb{C}$). Then the family of Birkhoff averages $\{\text{birkhoffAverage}_{\mathbb{K}}\, f\, g\, n\}_{n \in \mathbb{N}}$ is uniformly equicontinuous.", (hf : LipschitzWith 1 f) (hg : Continuous g) : UniformEquicontinuous (birkhoffAverage 𝕜 f g),generalization,Generalized: UniformContinuous → Continuous
uniformEquicontinuous_birkhoffAverage,Mathlib.Dynamics.BirkhoffSum.NormedSpace, (hf : LipschitzWith 1 f) (hg : UniformContinuous g) : UniformEquicontinuous (birkhoffAverage 𝕜 f g),"Let $f \colon \alpha \to \alpha$ be a non-strictly contracting map (i.e., Lipschitz with constant 1) and $g \colon \alpha \to E$ a uniformly continuous function taking values in a normed space $E$ over $\mathbb{K}$ (where $\mathbb{K}$ is $\mathbb{R}$ or $\mathbb{C}$). Then the family of Birkhoff averages $\{\text{birkhoffAverage}_{\mathbb{K}}\, f\, g\, n\}_{n \in \mathbb{N}}$ is uniformly equicontinuous.", (hf : LipschitzWith 1 f) (hg : LipschitzWith g) : UniformEquicontinuous (birkhoffAverage 𝕜 f g),specialization,Specialized: UniformContinuous → LipschitzWith
TwoSidedIdeal.mem_iInf,Mathlib.RingTheory.TwoSidedIdeal.Lattice," {ι : Type*} {I : ι → TwoSidedIdeal R} {x : R} : x ∈ iInf I ↔ ∀ i, x ∈ I i","For any indexed family of two-sided ideals $I_i$ in a ring $R$ and any element $x \in R$, $x$ belongs to the infimum $\bigsqcap_i I_i$ if and only if $x$ belongs to $I_i$ for every index $i$."," {ι : Type*} {I : ι → TwoSidedIdeal R} {x : R} : ¬(x ∈ iInf I ↔ ∀ i, x ∈ I i)",negation,Negated conclusion with ¬
BoxIntegral.Box.mem_splitCenterBox,Mathlib.Analysis.BoxIntegral.Box.SubboxInduction," {s : Set ι} {y : ι → ℝ} : y ∈ I.splitCenterBox s ↔ y ∈ I ∧ ∀ i, (I.lower i + I.upper i) / 2 < y i ↔ i ∈ s","For a box $I \subseteq \mathbb{R}^\iota$ and a subset $s \subseteq \iota$, a point $y \in \mathbb{R}^\iota$ belongs to the subbox $I.\text{splitCenterBox}(s)$ if and only if $y \in I$ and for each coordinate $i \in \iota$, the inequality $\frac{I_{\text{lower}}(i) + I_{\text{upper}}(i)}{2} < y(i)$ holds if and only if $i \in s$."," {s : Set ι} {y : ι → ℝ} : ¬(y ∈ I.splitCenterBox s ↔ y ∈ I ∧ ∀ i, (I.lower i + I.upper i) / 2 < y i ↔ i ∈ s)",negation,Negated conclusion with ¬
mul_neg_one_pow_eq_zero_iff,Mathlib.Algebra.Ring.Commute, : a * (-1) ^ n = 0 ↔ a = 0,"For any element $a$ in a ring $R$ and any natural number $n$, the product $a \cdot (-1)^n$ equals zero if and only if $a$ itself is zero, i.e., $a \cdot (-1)^n = 0 \leftrightarrow a = 0$.", : a * (-1) ^ n ≠ 0 ↔ a = 0,negation,Changed = to ≠
CategoryTheory.ObjectProperty.ι_μ,Mathlib.CategoryTheory.Monoidal.Subcategory, (X Y : FullSubcategory P) : μ P.ι X Y = 𝟙 _,"For any objects $X$ and $Y$ in the full monoidal subcategory of $\mathcal{C}$ defined by property $P$, the tensorator isomorphism $\mu_{P.\iota}(X,Y)$ of the inclusion functor $P.\iota$ is equal to the identity morphism $\mathbf{1}_{(X \otimes Y)}$.", (X Y : FullSubcategory P) : μ P.ι X Y ≠ 𝟙 _,negation,Changed = to ≠
EulerProduct.prod_filter_prime_tsum_eq_tsum_factoredNumbers,Mathlib.NumberTheory.EulerProduct.Basic," (hsum : Summable (‖f ·‖)) (s : Finset ℕ) : ∏ p ∈ s with p.Prime, ∑' n : ℕ, f (p ^ n) = ∑' m : factoredNumbers s, f m","Let $f : \mathbb{N} \to R$ be a function where $R$ is a complete normed commutative ring, and suppose the series $\sum_{n=0}^\infty \|f(n)\|$ converges. Then for any finite set of natural numbers $s$, the product of the series $\sum_{n=0}^\infty f(p^n)$ over all primes $p$ in $s$ equals the sum of $f(m)$ over all $m$ in $\text{factoredNumbers}(s)$, where $\text{factoredNumbers}(s)$ consists of natural numbers whose prime factors are all in $s$. That is,

\[
\prod_{\substack{p \in s \\ p \text{ prime}}} \sum_{n=0}^\infty f(p^n) = \sum_{m \in \text{factoredNumbers}(s)} f(m).
\]"," (hsum : Summable (‖f ·‖)) (s : Finset ℕ) : ∏ p ∈ s with p.Prime, ∑' n : ℕ, f (p ^ n) = ∑' m : ¬(factoredNumbers s, f m)",negation,Negated conclusion with ¬
EulerProduct.prod_filter_prime_tsum_eq_tsum_factoredNumbers,Mathlib.NumberTheory.EulerProduct.Basic," (hsum : Summable (‖f ·‖)) (s : Finset ℕ) : ∏ p ∈ s with p.Prime, ∑' n : ℕ, f (p ^ n) = ∑' m : factoredNumbers s, f m","Let $f : \mathbb{N} \to R$ be a function where $R$ is a complete normed commutative ring, and suppose the series $\sum_{n=0}^\infty \|f(n)\|$ converges. Then for any finite set of natural numbers $s$, the product of the series $\sum_{n=0}^\infty f(p^n)$ over all primes $p$ in $s$ equals the sum of $f(m)$ over all $m$ in $\text{factoredNumbers}(s)$, where $\text{factoredNumbers}(s)$ consists of natural numbers whose prime factors are all in $s$. That is,

\[
\prod_{\substack{p \in s \\ p \text{ prime}}} \sum_{n=0}^\infty f(p^n) = \sum_{m \in \text{factoredNumbers}(s)} f(m).
\]"," (hsum : Summable (‖f ·‖)) : ∏ p ∈ s with p.Prime, ∑' n : ℕ, f (p ^ n) = ∑' m : factoredNumbers s, f m",generalization,Removed hypothesis (s : Finset ℕ)
Complex.angle_one_left,Mathlib.Analysis.Complex.Angle, (hy : y ≠ 0) : angle 1 y = |y.arg|,"For any nonzero complex number $y$, the angle between the multiplicative identity $1$ and $y$ is equal to the absolute value of the argument of $y$, i.e.,
\[ \text{angle}(1, y) = |\arg(y)|. \]", (hy : y ≠ 0) : angle 1 y ≠ |y.arg|,negation,Changed = to ≠
Complex.angle_one_left,Mathlib.Analysis.Complex.Angle, (hy : y ≠ 0) : angle 1 y = |y.arg|,"For any nonzero complex number $y$, the angle between the multiplicative identity $1$ and $y$ is equal to the absolute value of the argument of $y$, i.e.,
\[ \text{angle}(1, y) = |\arg(y)|. \]", : angle 1 y = |y.arg|,generalization,Removed hypothesis (hy : y ≠ 0)
Polynomial.aeval_algebraMap_eq_zero_iff,Mathlib.RingTheory.Polynomial.Tower, [NoZeroSMulDivisors A B] [Nontrivial B] (x : A) (p : R[X]) : aeval (algebraMap A B x) p = 0 ↔ aeval x p = 0,"Let $R$, $A$, and $B$ be commutative rings such that $A$ is an $R$-algebra and $B$ is an $A$-algebra, with $B$ being a nontrivial ring and having no zero smul divisors over $A$. For any polynomial $p \in R[X]$ and any element $x \in A$, the evaluation of $p$ at the image of $x$ under the algebra map $\text{algebraMap}_{A \to B}$ is zero if and only if the evaluation of $p$ at $x$ is zero, i.e.,
\[ \text{aeval}_B(\text{algebraMap}_{A \to B}(x), p) = 0 \leftrightarrow \text{aeval}_A(x, p) = 0. \]", [NoZeroSMulDivisors A B] [Nontrivial B] (x : A) (p : R[X]) : aeval (algebraMap A B x) p ≠ 0 ↔ aeval x p = 0,negation,Changed = to ≠
Polynomial.aeval_algebraMap_eq_zero_iff,Mathlib.RingTheory.Polynomial.Tower, [NoZeroSMulDivisors A B] [Nontrivial B] (x : A) (p : R[X]) : aeval (algebraMap A B x) p = 0 ↔ aeval x p = 0,"Let $R$, $A$, and $B$ be commutative rings such that $A$ is an $R$-algebra and $B$ is an $A$-algebra, with $B$ being a nontrivial ring and having no zero smul divisors over $A$. For any polynomial $p \in R[X]$ and any element $x \in A$, the evaluation of $p$ at the image of $x$ under the algebra map $\text{algebraMap}_{A \to B}$ is zero if and only if the evaluation of $p$ at $x$ is zero, i.e.,
\[ \text{aeval}_B(\text{algebraMap}_{A \to B}(x), p) = 0 \leftrightarrow \text{aeval}_A(x, p) = 0. \]", [Nontrivial B] (x : A) (p : R[X]) : aeval (algebraMap A B x) p = 0 ↔ aeval x p = 0,generalization,Removed typeclass [NoZeroSMulDivisors A B]
Filter.Tendsto.smallSets_mono,Mathlib.Order.Filter.SmallSets," {s t : α → Set β} (ht : Tendsto t la lb.smallSets) (hst : ∀ᶠ x in la, s x ⊆ t x) : Tendsto s la lb.smallSets","Let $s, t : \alpha \to \text{Set } \beta$ be functions mapping to sets. If $t$ tends to the small sets filter $l_b.\text{smallSets}$ along the filter $l_a$, and if for eventually all $x$ in $l_a$ we have $s(x) \subseteq t(x)$, then $s$ also tends to $l_b.\text{smallSets}$ along $l_a$.

In other words, if $t$ converges to the small sets filter and $s$ is eventually pointwise smaller than $t$, then $s$ also converges to the small sets filter."," {s t : α → Set β} (ht : Tendsto t la lb.smallSets) (hst : ∀ᶠ x in la, s x ⊆ t x) : ¬(Tendsto s la lb.smallSets)",negation,Negated conclusion with ¬
Filter.Tendsto.smallSets_mono,Mathlib.Order.Filter.SmallSets," {s t : α → Set β} (ht : Tendsto t la lb.smallSets) (hst : ∀ᶠ x in la, s x ⊆ t x) : Tendsto s la lb.smallSets","Let $s, t : \alpha \to \text{Set } \beta$ be functions mapping to sets. If $t$ tends to the small sets filter $l_b.\text{smallSets}$ along the filter $l_a$, and if for eventually all $x$ in $l_a$ we have $s(x) \subseteq t(x)$, then $s$ also tends to $l_b.\text{smallSets}$ along $l_a$.

In other words, if $t$ converges to the small sets filter and $s$ is eventually pointwise smaller than $t$, then $s$ also converges to the small sets filter."," {s t : α → Set β} (hst : ∀ᶠ x in la, s x ⊆ t x) : Tendsto s la lb.smallSets",generalization,Removed hypothesis (ht : Tendsto t la lb.smallSets)
Continuous.compCM,Mathlib.Topology.CompactOpen, (hg : Continuous g) (hf : Continuous f) : Continuous fun x => (g x).comp (f x),"Let $X$, $Y$, and $Z$ be topological spaces, and let $f : X \to C(Y, Z)$ and $g : X \to C(Y, Z)$ be continuous functions. Then the function $x \mapsto g(x) \circ f(x)$ is continuous from $X$ to $C(Y, Z)$, where $C(Y, Z)$ is equipped with the compact-open topology.", (hg : Continuous g) (hf : Continuous f) : ¬(Continuous fun x => (g x).comp (f x)),negation,Negated conclusion with ¬
Continuous.compCM,Mathlib.Topology.CompactOpen, (hg : Continuous g) (hf : Continuous f) : Continuous fun x => (g x).comp (f x),"Let $X$, $Y$, and $Z$ be topological spaces, and let $f : X \to C(Y, Z)$ and $g : X \to C(Y, Z)$ be continuous functions. Then the function $x \mapsto g(x) \circ f(x)$ is continuous from $X$ to $C(Y, Z)$, where $C(Y, Z)$ is equipped with the compact-open topology.", (hg : Measurable g) (hf : Continuous f) : Continuous fun x => (g x).comp (f x),generalization,Generalized: Continuous → Measurable
Continuous.compCM,Mathlib.Topology.CompactOpen, (hg : Continuous g) (hf : Continuous f) : Continuous fun x => (g x).comp (f x),"Let $X$, $Y$, and $Z$ be topological spaces, and let $f : X \to C(Y, Z)$ and $g : X \to C(Y, Z)$ be continuous functions. Then the function $x \mapsto g(x) \circ f(x)$ is continuous from $X$ to $C(Y, Z)$, where $C(Y, Z)$ is equipped with the compact-open topology.", (hg : ContDiff g) (hf : Continuous f) : Continuous fun x => (g x).comp (f x),specialization,Specialized: Continuous → ContDiff
Real.fourierIntegral_fderiv,Mathlib.Analysis.Fourier.FourierTransformDeriv," (hf : Integrable f) (h'f : Differentiable ℝ f) (hf' : Integrable (fderiv ℝ f)) :
  𝓕 (fderiv ℝ f) = fourierSMulRight (-innerSL ℝ) (𝓕 f)","Let $V$ be a finite-dimensional real inner product space and $f \colon V \to \mathbb{C}$ be an integrable and differentiable function whose Fréchet derivative $Df$ is also integrable. Then the Fourier transform of $Df$ is equal to the operator $\text{fourierSMulRight}(-L)$ applied to the Fourier transform of $f$, where $L$ is the inner product on $V$. 

In other words,
\[
\mathcal{F}(Df) = \text{fourierSMulRight}(-L)(\mathcal{F}f),
\]
where $\mathcal{F}$ denotes the Fourier transform and $\text{fourierSMulRight}(-L)$ is the operator that maps a function $g$ to $w \mapsto -2\pi i \langle \cdot, w \rangle g(\cdot)$.", (hf : Integrable f) (h'f : Differentiable ℝ f) (hf' : Integrable (fderiv ℝ f)) : 𝓕 (fderiv ℝ f) ≠ fourierSMulRight (-innerSL ℝ) (𝓕 f),negation,Changed = to ≠
Real.fourierIntegral_fderiv,Mathlib.Analysis.Fourier.FourierTransformDeriv," (hf : Integrable f) (h'f : Differentiable ℝ f) (hf' : Integrable (fderiv ℝ f)) :
  𝓕 (fderiv ℝ f) = fourierSMulRight (-innerSL ℝ) (𝓕 f)","Let $V$ be a finite-dimensional real inner product space and $f \colon V \to \mathbb{C}$ be an integrable and differentiable function whose Fréchet derivative $Df$ is also integrable. Then the Fourier transform of $Df$ is equal to the operator $\text{fourierSMulRight}(-L)$ applied to the Fourier transform of $f$, where $L$ is the inner product on $V$. 

In other words,
\[
\mathcal{F}(Df) = \text{fourierSMulRight}(-L)(\mathcal{F}f),
\]
where $\mathcal{F}$ denotes the Fourier transform and $\text{fourierSMulRight}(-L)$ is the operator that maps a function $g$ to $w \mapsto -2\pi i \langle \cdot, w \rangle g(\cdot)$."," (hf : Integrable f) (h'f : Continuous ℝ f) (hf' : Integrable (fderiv ℝ f)) :
  𝓕 (fderiv ℝ f) = fourierSMulRight (-innerSL ℝ) (𝓕 f)",generalization,Generalized: Differentiable → Continuous
Real.fourierIntegral_fderiv,Mathlib.Analysis.Fourier.FourierTransformDeriv," (hf : Integrable f) (h'f : Differentiable ℝ f) (hf' : Integrable (fderiv ℝ f)) :
  𝓕 (fderiv ℝ f) = fourierSMulRight (-innerSL ℝ) (𝓕 f)","Let $V$ be a finite-dimensional real inner product space and $f \colon V \to \mathbb{C}$ be an integrable and differentiable function whose Fréchet derivative $Df$ is also integrable. Then the Fourier transform of $Df$ is equal to the operator $\text{fourierSMulRight}(-L)$ applied to the Fourier transform of $f$, where $L$ is the inner product on $V$. 

In other words,
\[
\mathcal{F}(Df) = \text{fourierSMulRight}(-L)(\mathcal{F}f),
\]
where $\mathcal{F}$ denotes the Fourier transform and $\text{fourierSMulRight}(-L)$ is the operator that maps a function $g$ to $w \mapsto -2\pi i \langle \cdot, w \rangle g(\cdot)$."," (hf : Integrable f) (h'f : ContDiff ℝ f) (hf' : Integrable (fderiv ℝ f)) :
  𝓕 (fderiv ℝ f) = fourierSMulRight (-innerSL ℝ) (𝓕 f)",specialization,Specialized: Differentiable → ContDiff
